3617, 3617, 14, 33, 0
50652, 50652, 197, 220, 0
41452, 41452, 161, 236, 0
20241, 20241, 79, 17, 0
31723, 31723, 123, 235, -6
53747, 53747, 209, 243, 124
28550, 28550, 111, 134, 27
23402, 23402, 91, 106, 22
21205, 21205, 82, 213, 0
56181, 56181, 219, 117, 0
57470, 57470, 224, 126, 56
39933, 39933, 155, 253, 0
34964, 34964, 136, 148, 0
24781, 24781, 96, 205, 0
41747, 41747, 163, 19, -60
62564, 62564, 244, 100, 0
58461, 58461, 228, 93, 0
20858, 20858, 81, 122, 20
49301, 49301, 192, 149, 0
40572, 40572, 158, 124, 0
23840, 23840, 93, 32, 0
35278, 35278, 137, 206, 34
62905, 62905, 245, 185, 0
56650, 56650, 221, 74, 55
11149, 11149, 43, 141, 0
38920, 38920, 152, 8, 0
23430, 23430, 91, 134, 22
57592, 57592, 224, 248, 0
3080, 3080, 12, 8, 0
6677, 6677, 26, 21, 0
50704, 50704, 198, 16, 0
51883, 51883, 202, 171, -86
62799, 62799, 245, 79, 83
20188, 20188, 78, 220, 0
1245, 1245, 4, 221, 0
12220, 12220, 47, 188, 0
17602, 17602, 68, 194, 17
28609, 28609, 111, 193, 0
42694, 42694, 166, 198, 41
29826, 29826, 116, 130, 29
13827, 13827, 54, 3, -128
27336, 27336, 106, 200, 0
53343, 53343, 208, 95, 23
11533, 11533, 45, 13, 0
41713, 41713, 162, 241, 0
33890, 33890, 132, 98, 33
4894, 4894, 19, 30, 4
57599, 57599, 224, 255, 63
3870, 3870, 15, 30, 3
58622, 58622, 228, 254, 57
29780, 29780, 116, 84, 0
62553, 62553, 244, 89, 0
2303, 2303, 8, 255, 63
51915, 51915, 202, 203, -78
6251, 6251, 24, 107, 26
38107, 38107, 148, 219, 54
59325, 59325, 231, 189, 0
61295, 61295, 239, 111, -37
26699, 26699, 104, 75, 18
51188, 51188, 199, 244, 0
59519, 59519, 232, 127, 31
7345, 7345, 28, 177, 0
20325, 20325, 79, 101, 0
39633, 39633, 154, 209, 0
1562, 1562, 6, 26, 1
7580, 7580, 29, 156, 0
8170, 8170, 31, 234, 7
62256, 62256, 243, 48, 0
35823, 35823, 139, 239, -5
27790, 27790, 108, 142, 27
13191, 13191, 51, 135, -31
9772, 9772, 38, 44, 0
7477, 7477, 29, 53, 0
44455, 44455, 173, 167, 105
59546, 59546, 232, 154, 58
49347, 49347, 192, 195, 48
36539, 36539, 142, 187, -82
12453, 12453, 48, 165, 0
49640, 49640, 193, 232, 0
28290, 28290, 110, 130, 27
44817, 44817, 175, 17, 0
8565, 8565, 33, 117, 0
16399, 16399, 64, 15, 3
41934, 41934, 163, 206, 40
45457, 45457, 177, 145, 0
33856, 33856, 132, 64, 0
19498, 19498, 76, 42, 19
17661, 17661, 68, 253, 0
63829, 63829, 249, 85, 0
42034, 42034, 164, 50, 41
28928, 28928, 113, 0, 0
30711, 30711, 119, 247, -3
8800, 8800, 34, 96, 0
52335, 52335, 204, 111, 27
38775, 38775, 151, 119, -35
52704, 52704, 205, 224, 0
24380, 24380, 95, 60, 0
19602, 19602, 76, 146, 19
57998, 57998, 226, 142, 56
2919, 2919, 11, 103, -39
8362, 8362, 32, 170, 8
17884, 17884, 69, 220, 0
45737, 45737, 178, 169, 0
47894, 47894, 187, 22, 46
59667, 59667, 233, 19, 68
10385, 10385, 40, 145, 0
52782, 52782, 206, 46, 51
64416, 64416, 251, 160, 0
40946, 40946, 159, 242, 39
16778, 16778, 65, 138, 16
27159, 27159, 106, 23, -123
24324, 24324, 95, 4, 0
32450, 32450, 126, 194, 31
9108, 9108, 35, 148, 0
65305, 65305, 255, 25, 0
19575, 19575, 76, 119, 29
11117, 11117, 43, 109, 0
65170, 65170, 254, 146, 63
58013, 58013, 226, 157, 0
61676, 61676, 240, 236, 0
63510, 63510, 248, 22, 62
17458, 17458, 68, 50, 17
54675, 54675, 213, 147, 100
1713, 1713, 6, 177, 0
55105, 55105, 215, 65, 0
65321, 65321, 255, 41, 0
45278, 45278, 176, 222, 44
26256, 26256, 102, 144, 0
64198, 64198, 250, 198, 62
29441, 29441, 115, 1, 0
1928, 1928, 7, 136, 0
39425, 39425, 154, 1, 0
32000, 32000, 125, 0, 0
28549, 28549, 111, 133, 0
46295, 46295, 180, 215, 53
22772, 22772, 88, 244, 0
58228, 58228, 227, 116, 0
63525, 63525, 248, 37, 0
32602, 32602, 127, 90, 31
46195, 46195, 180, 115, 28
55849, 55849, 218, 41, 0
46454, 46454, 181, 118, 45
7487, 7487, 29, 63, 79
33879, 33879, 132, 87, 21
42004, 42004, 164, 20, 0
8599, 8599, 33, 151, 101
18641, 18641, 72, 209, 0
49015, 49015, 191, 119, -35
26830, 26830, 104, 206, 26
34754, 34754, 135, 194, 33
14668, 14668, 57, 76, 0
38362, 38362, 149, 218, 37
38791, 38791, 151, 135, -31
4171, 4171, 16, 75, 18
45975, 45975, 179, 151, -27
14623, 14623, 57, 31, 71
62393, 62393, 243, 185, 0
64658, 64658, 252, 146, 63
10963, 10963, 42, 211, -76
9058, 9058, 35, 98, 8
51031, 51031, 199, 87, -43
32425, 32425, 126, 169, 0
45483, 45483, 177, 171, 106
44611, 44611, 174, 67, -112
63664, 63664, 248, 176, 0
54920, 54920, 214, 136, 0
7663, 7663, 29, 239, 123
56480, 56480, 220, 160, 0
1489, 1489, 5, 209, 0
28438, 28438, 111, 22, 27
65449, 65449, 255, 169, 0
12441, 12441, 48, 153, 0
58530, 58530, 228, 162, 57
63570, 63570, 248, 82, 62
26251, 26251, 102, 139, -94
15972, 15972, 62, 100, 0
35826, 35826, 139, 242, 34
5491, 5491, 21, 115, 92
54253, 54253, 211, 237, 0
49655, 49655, 193, 247, 125
5868, 5868, 22, 236, 0
20163, 20163, 78, 195, -80
51079, 51079, 199, 135, -31
21398, 21398, 83, 150, 20
32756, 32756, 127, 244, 0
64196, 64196, 250, 196, 0
43218, 43218, 168, 210, 42
21583, 21583, 84, 79, 19
25086, 25086, 97, 254, 24
45515, 45515, 177, 203, 114
12893, 12893, 50, 93, 0
22914, 22914, 89, 130, 22
58969, 58969, 230, 89, 0
20094, 20094, 78, 126, 19
13730, 13730, 53, 162, 13
44059, 44059, 172, 27, 6
28931, 28931, 113, 3, 64
13533, 13533, 52, 221, 0
33134, 33134, 129, 110, 32
28483, 28483, 111, 67, -48
1220, 1220, 4, 196, 0
38174, 38174, 149, 30, 37
53502, 53502, 208, 254, 52
43328, 43328, 169, 64, 0
4970, 4970, 19, 106, 4
8090, 8090, 31, 154, 7
2661, 2661, 10, 101, 0
53903, 53903, 210, 143, -93
11025, 11025, 43, 17, 0
26627, 26627, 104, 3, 0
18117, 18117, 70, 197, 0
14505, 14505, 56, 169, 0
61528, 61528, 240, 88, 0
20423, 20423, 79, 199, -15
26962, 26962, 105, 82, 26
36392, 36392, 142, 40, 0
11365, 11365, 44, 101, 0
50882, 50882, 198, 194, 49
41668, 41668, 162, 196, 0
30497, 30497, 119, 33, 0
36216, 36216, 141, 120, 0
5619, 5619, 21, 243, 124
36983, 36983, 144, 119, 29
59557, 59557, 232, 165, 0
36663, 36663, 143, 55, -51
36436, 36436, 142, 84, 0
37057, 37057, 144, 193, 0
23585, 23585, 92, 33, 0
58791, 58791, 229, 167, 105
46666, 46666, 182, 74, 45
64475, 64475, 251, 219, -10
21615, 21615, 84, 111, 27
41090, 41090, 160, 130, 40
1771, 1771, 6, 235, -70
47513, 47513, 185, 153, 0
39338, 39338, 153, 170, 38
1390, 1390, 5, 110, 1
38772, 38772, 151, 116, 0
58149, 58149, 227, 37, 0
7196, 7196, 28, 28, 0
9123, 9123, 35, 163, -24
7491, 7491, 29, 67, 80
62616, 62616, 244, 152, 0
15436, 15436, 60, 76, 0
17491, 17491, 68, 83, 20
53656, 53656, 209, 152, 0
26449, 26449, 103, 81, 0
34935, 34935, 136, 119, 29
19864, 19864, 77, 152, 0
51388, 51388, 200, 188, 0
15155, 15155, 59, 51, -52
64775, 64775, 253, 7, 65
47969, 47969, 187, 97, 0
16315, 16315, 63, 187, -18
1342, 1342, 5, 62, 1
51185, 51185, 199, 241, 0
6043, 6043, 23, 155, -26
21398, 21398, 83, 150, 20
3273, 3273, 12, 201, 0
9370, 9370, 36, 154, 9
35463, 35463, 138, 135, -95
28205, 28205, 110, 45, 0
2351, 2351, 9, 47, 75
28999, 28999, 113, 71, 81
47699, 47699, 186, 83, -108
46870, 46870, 183, 22, 45
22311, 22311, 87, 39, -55
22124, 22124, 86, 108, 0
22427, 22427, 87, 155, -26
49344, 49344, 192, 192, 0
23224, 23224, 90, 184, 0
5514, 5514, 21, 138, 5
20504, 20504, 80, 24, 0
376, 376, 1, 120, 0
2014, 2014, 7, 222, 1
38700, 38700, 151, 44, 0
13098, 13098, 51, 42, 12
62435, 62435, 243, 227, -8
48046, 48046, 187, 174, 46
63464, 63464, 247, 232, 0
12798, 12798, 49, 254, 12
51178, 51178, 199, 234, 49
8627, 8627, 33, 179, 108
27083, 27083, 105, 203, 114
47198, 47198, 184, 94, 46
44021, 44021, 171, 245, 0
32792, 32792, 128, 24, 0
43996, 43996, 171, 220, 0
41126, 41126, 160, 166, 40
64244, 64244, 250, 244, 0
37047, 37047, 144, 183, 45
60281, 60281, 235, 121, 0
52904, 52904, 206, 168, 0
7768, 7768, 30, 88, 0
55359, 55359, 216, 63, 15
3230, 3230, 12, 158, 3
44813, 44813, 175, 13, 0
4116, 4116, 16, 20, 0
65222, 65222, 254, 198, 63
28083, 28083, 109, 179, 108
60660, 60660, 236, 244, 0
39, 39, 0, 39, 9
328, 328, 1, 72, 0
47868, 47868, 186, 252, 0
13009, 13009, 50, 209, 0
22378, 22378, 87, 106, 21
39304, 39304, 153, 136, 0
11171, 11171, 43, 163, -24
8079, 8079, 31, 143, -29
52879, 52879, 206, 143, -93
5123, 5123, 20, 3, 0
4356, 4356, 17, 4, 0
45745, 45745, 178, 177, 0
32952, 32952, 128, 184, 0
4657, 4657, 18, 49, 0
24142, 24142, 94, 78, 23
23319, 23319, 91, 23, -59
13607, 13607, 53, 39, 73
46304, 46304, 180, 224, 0
17677, 17677, 69, 13, 0
59691, 59691, 233, 43, 74
50967, 50967, 199, 23, -59
7817, 7817, 30, 137, 0
8545, 8545, 33, 97, 0
55297, 55297, 216, 1, 0
52954, 52954, 206, 218, 51
39720, 39720, 155, 40, 0
18455, 18455, 72, 23, 5
30349, 30349, 118, 141, 0
63270, 63270, 247, 38, 61
27156, 27156, 106, 20, 0
20614, 20614, 80, 134, 20
19372, 19372, 75, 172, 0
48689, 48689, 190, 49, 0
49386, 49386, 192, 234, 48
50584, 50584, 197, 152, 0
51936, 51936, 202, 224, 0
34705, 34705, 135, 145, 0
13653, 13653, 53, 85, 0
50077, 50077, 195, 157, 0
54518, 54518, 212, 246, 53
41482, 41482, 162, 10, 40
4169, 4169, 16, 73, 0
36118, 36118, 141, 22, 35
9584, 9584, 37, 112, 0
18490, 18490, 72, 58, 18
55420, 55420, 216, 124, 0
5708, 5708, 22, 76, 0
23506, 23506, 91, 210, 22
15391, 15391, 60, 31, 7
36368, 36368, 142, 16, 0
38976, 38976, 152, 64, 0
50406, 50406, 196, 230, 49
49236, 49236, 192, 84, 0
65035, 65035, 254, 11, -126
30120, 30120, 117, 168, 0
62551, 62551, 244, 87, 21
46809, 46809, 182, 217, 0
21687, 21687, 84, 183, 45
53839, 53839, 210, 79, -109
2098, 2098, 8, 50, 2
12364, 12364, 48, 76, 0
45366, 45366, 177, 54, 44
50437, 50437, 197, 5, 0
36675, 36675, 143, 67, -48
55382, 55382, 216, 86, 54
11846, 11846, 46, 70, 11
49127, 49127, 191, 231, -7
19900, 19900, 77, 188, 0
20554, 20554, 80, 74, 20
19219, 19219, 75, 19, -60
51483, 51483, 201, 27, 70
58090, 58090, 226, 234, 56
39074, 39074, 152, 162, 38
16060, 16060, 62, 188, 0
10447, 10447, 40, 207, 51
54169, 54169, 211, 153, 0
20634, 20634, 80, 154, 20
57555, 57555, 224, 211, 52
61210, 61210, 239, 26, 59
269, 269, 1, 13, 0
33154, 33154, 129, 130, 32
64487, 64487, 251, 231, -7
61223, 61223, 239, 39, -55
47292, 47292, 184, 188, 0
21852, 21852, 85, 92, 0
5281, 5281, 20, 161, 0
45912, 45912, 179, 88, 0
32532, 32532, 127, 20, 0
63067, 63067, 246, 91, -106
41683, 41683, 162, 211, -76
20981, 20981, 81, 245, 0
33881, 33881, 132, 89, 0
41785, 41785, 163, 57, 0
4580, 4580, 17, 228, 0
41389, 41389, 161, 173, 0
28572, 28572, 111, 156, 0
782, 782, 3, 14, 0
30273, 30273, 118, 65, 0
62267, 62267, 243, 59, -50
17922, 17922, 70, 2, 17
63238, 63238, 247, 6, 61
3308, 3308, 12, 236, 0
26545, 26545, 103, 177, 0
44395, 44395, 173, 107, 90
39120, 39120, 152, 208, 0
21706, 21706, 84, 202, 21
7144, 7144, 27, 232, 0
30244, 30244, 118, 36, 0
3725, 3725, 14, 141, 0
54632, 54632, 213, 104, 0
30574, 30574, 119, 110, 29
8473, 8473, 33, 25, 0
12386, 12386, 48, 98, 12
41114, 41114, 160, 154, 40
57930, 57930, 226, 74, 56
15341, 15341, 59, 237, 0
15598, 15598, 60, 238, 15
59922, 59922, 234, 18, 58
18226, 18226, 71, 50, 17
48162, 48162, 188, 34, 47
41250, 41250, 161, 34, 40
1512, 1512, 5, 232, 0
2546, 2546, 9, 242, 2
41682, 41682, 162, 210, 40
322, 322, 1, 66, 0
880, 880, 3, 112, 0
20891, 20891, 81, 155, 102
56604, 56604, 221, 28, 0
40166, 40166, 156, 230, 39
26791, 26791, 104, 167, 41
44560, 44560, 174, 16, 0
38698, 38698, 151, 42, 37
64127, 64127, 250, 127, -97
15028, 15028, 58, 180, 0
38669, 38669, 151, 13, 0
45637, 45637, 178, 69, 0
43151, 43151, 168, 143, 35
9465, 9465, 36, 249, 0
2498, 2498, 9, 194, 2
13978, 13978, 54, 154, 13
16326, 16326, 63, 198, 15
51442, 51442, 200, 242, 50
34845, 34845, 136, 29, 0
63667, 63667, 248, 179, 44
39370, 39370, 153, 202, 38
55671, 55671, 217, 119, 93
64496, 64496, 251, 240, 0
7767, 7767, 30, 87, -107
6283, 6283, 24, 139, 34
55884, 55884, 218, 76, 0
61103, 61103, 238, 175, -85
10184, 10184, 39, 200, 0
39543, 39543, 154, 119, -99
9555, 9555, 37, 83, 84
13963, 13963, 54, 139, -94
58975, 58975, 230, 95, -105
19537, 19537, 76, 81, 0
6101, 6101, 23, 213, 0
41421, 41421, 161, 205, 0
45502, 45502, 177, 190, 44
29328, 29328, 114, 144, 0
8149, 8149, 31, 213, 0
25450, 25450, 99, 106, 24
58944, 58944, 230, 64, 0
50666, 50666, 197, 234, 49
23084, 23084, 90, 44, 0
36468, 36468, 142, 116, 0
33645, 33645, 131, 109, 0
25002, 25002, 97, 170, 24
53715, 53715, 209, 211, 116
60173, 60173, 235, 13, 0
46354, 46354, 181, 18, 45
4708, 4708, 18, 100, 0
28208, 28208, 110, 48, 0
58844, 58844, 229, 220, 0
22173, 22173, 86, 157, 0
8535, 8535, 33, 87, 85
42261, 42261, 165, 21, 0
29687, 29687, 115, 247, -3
37799, 37799, 147, 167, -23
22566, 22566, 88, 38, 22
62520, 62520, 244, 56, 0
4098, 4098, 16, 2, 4
47999, 47999, 187, 127, -33
49660, 49660, 193, 252, 0
37063, 37063, 144, 199, 49
41856, 41856, 163, 128, 0
5417, 5417, 21, 41, 0
48856, 48856, 190, 216, 0
10682, 10682, 41, 186, 10
22370, 22370, 87, 98, 21
63281, 63281, 247, 49, 0
62452, 62452, 243, 244, 0
50532, 50532, 197, 100, 0
9022, 9022, 35, 62, 8
59300, 59300, 231, 164, 0
58660, 58660, 229, 36, 0
56401, 56401, 220, 81, 0
8518, 8518, 33, 70, 8
63066, 63066, 246, 90, 61
63250, 63250, 247, 18, 61
48592, 48592, 189, 208, 0
28771, 28771, 112, 99, 24
37673, 37673, 147, 41, 0
60776, 60776, 237, 104, 0
56438, 56438, 220, 118, 55
60424, 60424, 236, 8, 0
39993, 39993, 156, 57, 0
56004, 56004, 218, 196, 0
59002, 59002, 230, 122, 57
33982, 33982, 132, 190, 33
25498, 25498, 99, 154, 24
57047, 57047, 222, 215, -75
1401, 1401, 5, 121, 0
15130, 15130, 59, 26, 14
42960, 42960, 167, 208, 0
61827, 61827, 241, 131, 96
32442, 32442, 126, 186, 31
64304, 64304, 251, 48, 0
30273, 30273, 118, 65, 0
38082, 38082, 148, 194, 37
22404, 22404, 87, 132, 0
3808, 3808, 14, 224, 0
16883, 16883, 65, 243, 124
23111, 23111, 90, 71, -111
62417, 62417, 243, 209, 0
60364, 60364, 235, 204, 0
4542, 4542, 17, 190, 4
14829, 14829, 57, 237, 0
44964, 44964, 175, 164, 0
33924, 33924, 132, 132, 0
2141, 2141, 8, 93, 0
19245, 19245, 75, 45, 0
47168, 47168, 184, 64, 0
24048, 24048, 93, 240, 0
1022, 1022, 3, 254, 0
23075, 23075, 90, 35, -120
24888, 24888, 97, 56, 0
49247, 49247, 192, 95, 23
4900, 4900, 19, 36, 0
22656, 22656, 88, 128, 0
34117, 34117, 133, 69, 0
55555, 55555, 217, 3, 64
48947, 48947, 191, 51, -52
59533, 59533, 232, 141, 0
21312, 21312, 83, 64, 0
21415, 21415, 83, 167, -23
813, 813, 3, 45, 0
19419, 19419, 75, 219, -10
1999, 1999, 7, 207, -13
20155, 20155, 78, 187, -82
21521, 21521, 84, 17, 0
13670, 13670, 53, 102, 13
19289, 19289, 75, 89, 0
58483, 58483, 228, 115, 28
41318, 41318, 161, 102, 40
16151, 16151, 63, 23, -59
13611, 13611, 53, 43, 74
21514, 21514, 84, 10, 21
13499, 13499, 52, 187, 46
45583, 45583, 178, 15, -125
49013, 49013, 191, 117, 0
64843, 64843, 253, 75, 82
63485, 63485, 247, 253, 0
38697, 38697, 151, 41, 0
59188, 59188, 231, 52, 0
24593, 24593, 96, 17, 0
57641, 57641, 225, 41, 0
36524, 36524, 142, 172, 0
56980, 56980, 222, 148, 0
36810, 36810, 143, 202, 35
6096, 6096, 23, 208, 0
11070, 11070, 43, 62, 10
60124, 60124, 234, 220, 0
37576, 37576, 146, 200, 0
15096, 15096, 58, 248, 0
45247, 45247, 176, 191, 47
32783, 32783, 128, 15, 3
58390, 58390, 228, 22, 57
60873, 60873, 237, 201, 0
23719, 23719, 92, 167, 41
24385, 24385, 95, 65, 0
22307, 22307, 87, 35, -56
17375, 17375, 67, 223, -9
15990, 15990, 62, 118, 15
20526, 20526, 80, 46, 20
25904, 25904, 101, 48, 0
42224, 42224, 164, 240, 0
9311, 9311, 36, 95, 23
7862, 7862, 30, 182, 7
3835, 3835, 14, 251, -66
30535, 30535, 119, 71, -47
65179, 65179, 254, 155, -90
57387, 57387, 224, 43, 10
63579, 63579, 248, 91, 22
4946, 4946, 19, 82, 4
9037, 9037, 35, 77, 0
61033, 61033, 238, 105, 0
55543, 55543, 216, 247, 61
50361, 50361, 196, 185, 0
6480, 6480, 25, 80, 0
14042, 14042, 54, 218, 13
21531, 21531, 84, 27, 6
39195, 39195, 153, 27, 70
37511, 37511, 146, 135, -95
23696, 23696, 92, 144, 0
27440, 27440, 107, 48, 0
28201, 28201, 110, 41, 0
23072, 23072, 90, 32, 0
7814, 7814, 30, 134, 7
6552, 6552, 25, 152, 0
43637, 43637, 170, 117, 0
35113, 35113, 137, 41, 0
34890, 34890, 136, 74, 34
61297, 61297, 239, 113, 0
45633, 45633, 178, 65, 0
61431, 61431, 239, 247, -3
46032, 46032, 179, 208, 0
18774, 18774, 73, 86, 18
62991, 62991, 246, 15, -125
28059, 28059, 109, 155, 102
35229, 35229, 137, 157, 0
51230, 51230, 200, 30, 50
14405, 14405, 56, 69, 0
52242, 52242, 204, 18, 51
43153, 43153, 168, 145, 0
2709, 2709, 10, 149, 0
47963, 47963, 187, 91, -42
36943, 36943, 144, 79, 19
54066, 54066, 211, 50, 52
10054, 10054, 39, 70, 9
43051, 43051, 168, 43, 10
11525, 11525, 45, 5, 0
17684, 17684, 69, 20, 0
41681, 41681, 162, 209, 0
27883, 27883, 108, 235, 58
56909, 56909, 222, 77, 0
45772, 45772, 178, 204, 0
27496, 27496, 107, 104, 0
46842, 46842, 182, 250, 45
38734, 38734, 151, 78, 37
28972, 28972, 113, 44, 0
59684, 59684, 233, 36, 0
11384, 11384, 44, 120, 0
21018, 21018, 82, 26, 20
2192, 2192, 8, 144, 0
18384, 18384, 71, 208, 0
13464, 13464, 52, 152, 0
31018, 31018, 121, 42, 30
62958, 62958, 245, 238, 61
30611, 30611, 119, 147, -28
1913, 1913, 7, 121, 0
18904, 18904, 73, 216, 0
26773, 26773, 104, 149, 0
55491, 55491, 216, 195, 48
21899, 21899, 85, 139, 98
64413, 64413, 251, 157, 0
47134, 47134, 184, 30, 46
23172, 23172, 90, 132, 0
7262, 7262, 28, 94, 7
12705, 12705, 49, 161, 0
